earnings_date,eps_estimate,eps_reported,surprise_pct,symbol
2026-05-07 10:00:00,5.45,5.74,5.3,PIDILITIND
2026-02-03 07:00:00,6.08,6.1,0.34,PIDILITIND
2025-10-30 09:00:00,8.08,5.68,-29.75,PIDILITIND
2025-08-06 05:00:00,6.19,6.6,6.48,PIDILITIND
2025-05-07 20:00:00,4.29,4.33,0.88,PIDILITIND
2025-01-22 08:00:00,5.66,5.42,-4.17,PIDILITIND
2024-10-23 09:00:00,5.23,5.25,0.35,PIDILITIND
2024-08-07 04:00:00,5.6,5.57,-0.57,PIDILITIND
2024-05-07 10:00:00,3.99,3.44,-13.85,PIDILITIND
2024-01-23 07:00:00,5.04,5.02,-0.31,PIDILITIND
2023-11-08 07:00:00,4.62,4.43,-4.31,PIDILITIND
2023-08-10 04:00:00,5.11,4.6,-9.95,PIDILITIND
2023-05-08 09:00:00,3.59,2.78,-22.66,PIDILITIND
2023-01-24 06:00:00,3.88,2.99,-22.91,PIDILITIND
2022-11-09 08:00:00,3.42,3.27,-4.43,PIDILITIND
2022-08-10 03:00:00,3.35,3.48,3.73,PIDILITIND
2022-05-18 10:00:00,3.12,2.5,-19.89,PIDILITIND
2022-01-25 04:00:00,3.97,3.53,-11.13,PIDILITIND
2021-11-10 08:00:00,3.37,3.69,9.21,PIDILITIND
2021-08-11 04:00:00,1.57,2.17,38.19,PIDILITIND
2021-05-12 10:00:00,2.72,3.04,11.84,PIDILITIND
2021-01-28 08:00:00,3.94,4.35,10.15,PIDILITIND
2020-11-04 07:00:00,2.43,3.51,44.02,PIDILITIND
2020-08-06 08:00:00,0.3,0.27,-11.67,PIDILITIND
