earnings_date,eps_estimate,eps_reported,surprise_pct,symbol
2026-05-19 05:00:00,3.32,3.01,-9.29,BEL
2026-01-28 03:00:00,1.93,2.17,12.23,BEL
2025-10-31 03:00:00,1.55,1.76,13.55,BEL
2025-07-28 06:00:00,1.35,1.33,-1.48,BEL
2025-05-19 08:00:00,2.56,2.87,12.0,BEL
2025-01-30 03:00:00,1.4,1.81,29.37,BEL
2024-10-25 04:00:00,1.22,1.49,21.94,BEL
2024-07-29 04:00:00,1.95,1.06,-45.64,BEL
2024-05-20 08:00:00,1.99,2.44,22.89,BEL
2024-01-29 03:00:00,1.68,1.22,-27.54,BEL
2023-10-28 03:00:00,3.0,1.11,-63.0,BEL
2023-07-27 09:00:00,0.63,0.74,17.46,BEL
2023-05-20 09:00:00,3.33,1.86,-44.07,BEL
2023-01-28 02:00:00,1.8,0.82,-54.44,BEL
2022-10-27 03:00:00,3.0,0.84,-72.0,BEL
2022-07-16 07:00:00,0.5,0.59,18.0,BEL
2022-05-23 06:00:00,1.49,1.58,5.92,BEL
2022-01-28 07:00:00,0.57,0.82,44.12,BEL
2021-10-29 03:00:00,0.62,0.85,37.63,BEL
2021-08-06 06:00:00,0.04,0.03,-9.11,BEL
2021-06-22 08:00:00,1.59,1.67,5.03,BEL
2021-01-28 07:00:00,0.49,0.36,-25.81,BEL
2020-11-06 08:00:00,0.27,0.54,103.75,BEL
2020-07-27 09:00:00,0.23,0.07,-68.12,BEL
