earnings_date,eps_estimate,eps_reported,surprise_pct,symbol
2026-04-29 05:00:00,0.91,2.08,129.83,ADANIPOWER
2026-01-29 03:00:00,1.32,1.29,-2.27,ADANIPOWER
2025-10-30 04:00:00,1.34,1.53,14.18,ADANIPOWER
2025-08-01 03:00:00,2.66,1.72,-35.29,ADANIPOWER
2025-04-30 05:00:00,1.74,1.32,-23.91,ADANIPOWER
2019-05-29 06:00:00,-0.24,0.26,209.09,ADANIPOWER
2019-02-06 03:00:00,-0.29,-0.68,-137.76,ADANIPOWER
2018-10-31 06:00:00,-0.28,0.2,171.94,ADANIPOWER
2018-08-06 07:00:00,-0.74,-0.43,42.16,ADANIPOWER
2018-05-03 10:00:00,-0.9,-0.34,62.5,ADANIPOWER
2018-01-17 23:00:00,-0.36,-0.66,-84.44,ADANIPOWER
2017-11-11 03:00:00,-0.21,0.15,173.79,ADANIPOWER
2017-08-10 05:00:00,-0.32,-0.24,26.86,ADANIPOWER
2017-05-27 05:00:00,-0.16,-0.49,-202.72,ADANIPOWER
2017-01-20 08:00:00,-0.07,-0.19,-160.76,ADANIPOWER
2016-10-24 09:00:00,0.06,-0.07,-210.0,ADANIPOWER
2016-08-09 04:00:00,-0.06,-0.02,70.0,ADANIPOWER
2016-05-03 12:00:00,-0.08,0.74,1030.0,ADANIPOWER
2016-02-12 08:00:00,-0.19,0.07,136.08,ADANIPOWER
2015-11-03 08:00:00,-0.35,-0.25,28.0,ADANIPOWER
2015-08-10 10:00:00,-0.23,-0.29,-27.94,ADANIPOWER
2015-05-11 11:00:00,-0.36,0.04,111.25,ADANIPOWER
2015-01-29 05:00:00,-0.22,-0.3,-35.15,ADANIPOWER
2014-11-10 08:00:00,-0.23,-0.56,-138.4,ADANIPOWER
