earnings_date,eps_estimate,eps_reported,surprise_pct,symbol
2026-05-05 04:00:00,2.98,3.03,1.84,MARICO
2026-01-27 05:00:00,3.41,3.44,0.76,MARICO
2025-11-14 02:00:00,3.36,3.24,-3.7,MARICO
2025-08-04 04:00:00,3.76,3.89,3.49,MARICO
2025-05-02 06:00:00,2.62,2.65,1.09,MARICO
2025-01-31 03:00:00,3.1,3.07,-1.06,MARICO
2024-10-29 06:00:00,3.0,3.26,8.82,MARICO
2024-08-05 04:00:00,3.53,3.59,1.73,MARICO
2024-05-06 05:00:00,2.58,2.45,-4.91,MARICO
2024-01-29 05:00:00,2.84,2.96,4.29,MARICO
2023-10-30 06:00:00,2.77,2.73,-1.42,MARICO
2023-07-28 06:00:00,2.96,3.3,11.5,MARICO
2023-05-05 06:00:00,2.38,2.34,-1.51,MARICO
2023-02-03 05:00:00,2.51,2.53,0.89,MARICO
2022-11-04 06:00:00,2.59,2.32,-10.54,MARICO
2022-08-06 04:00:00,2.79,2.87,2.96,MARICO
2022-05-05 06:00:00,1.96,1.95,-0.66,MARICO
2022-01-28 08:00:00,2.42,2.4,-0.99,MARICO
2021-10-28 04:00:00,2.32,2.39,3.02,MARICO
2021-07-30 05:00:00,2.73,2.76,1.28,MARICO
2021-04-30 04:00:00,1.78,1.82,2.3,MARICO
2021-01-27 03:00:00,2.28,2.38,4.47,MARICO
2020-10-28 04:00:00,2.12,2.67,26.22,MARICO
2020-07-27 05:00:00,2.02,2.56,26.76,MARICO
