earnings_date,eps_estimate,eps_reported,surprise_pct,symbol
2026-05-06 20:00:00,1.17,1.27,8.26,BIOCON
2026-02-12 08:00:00,1.22,2.74,124.12,BIOCON
2025-11-11 09:00:00,0.97,0.72,-25.41,BIOCON
2025-08-07 10:00:00,0.78,0.26,-66.45,BIOCON
2025-05-08 10:00:00,1.43,2.71,90.15,BIOCON
2025-01-30 09:00:00,1.0,0.13,-86.88,BIOCON
2024-10-30 08:00:00,0.35,-0.19,-153.77,BIOCON
2024-08-08 09:00:00,1.33,5.31,300.67,BIOCON
2024-05-16 07:00:00,1.1,1.18,7.39,BIOCON
2024-02-08 08:00:00,1.3,5.33,310.0,BIOCON
2023-11-10 05:00:00,1.07,1.21,13.62,BIOCON
2023-08-10 10:00:00,1.2,0.85,-29.17,BIOCON
2023-05-23 10:00:00,1.35,2.6,92.52,BIOCON
2023-02-14 08:00:00,1.75,1.49,-14.59,BIOCON
2022-11-14 09:00:00,1.71,1.62,-5.48,BIOCON
2022-07-27 09:00:00,1.97,1.21,-38.58,BIOCON
2022-04-28 11:00:00,1.83,2.27,24.0,BIOCON
2022-01-20 11:00:00,1.33,1.56,17.12,BIOCON
2021-10-21 13:00:00,1.57,1.62,2.92,BIOCON
2021-07-22 14:00:00,1.86,0.71,-61.88,BIOCON
2021-04-28 14:00:00,1.86,2.04,9.4,BIOCON
2021-01-21 12:00:00,2.24,1.41,-37.05,BIOCON
2020-10-22 14:00:00,1.87,1.45,-22.32,BIOCON
2020-07-23 13:00:00,1.46,1.25,-14.09,BIOCON
