earnings_date,eps_estimate,eps_reported,surprise_pct,symbol
2026-05-07 07:00:00,2.03,2.07,2.07,DABUR
2026-01-29 06:00:00,3.05,3.22,5.59,DABUR
2025-10-30 06:00:00,2.55,2.55,-0.16,DABUR
2025-07-31 05:00:00,2.76,2.89,4.57,DABUR
2025-05-07 06:00:00,1.74,1.8,3.32,DABUR
2025-01-30 04:00:00,2.83,2.94,3.81,DABUR
2024-10-30 05:00:00,2.49,2.39,-4.03,DABUR
2024-08-01 04:00:00,2.79,2.82,1.04,DABUR
2024-05-02 04:00:00,2.01,1.97,-2.05,DABUR
2024-01-31 04:00:00,2.93,2.9,-1.12,DABUR
2023-11-02 05:00:00,2.89,2.9,0.5,DABUR
2023-08-03 04:00:00,2.67,2.61,-2.34,DABUR
2023-05-04 05:00:00,2.35,1.69,-28.23,DABUR
2023-02-02 04:00:00,2.81,2.68,-4.62,DABUR
2022-10-26 05:00:00,2.63,2.76,5.14,DABUR
2022-08-04 05:00:00,2.49,2.48,-0.32,DABUR
2022-05-05 04:00:00,2.17,2.02,-6.78,DABUR
2022-02-02 05:00:00,2.78,2.84,2.16,DABUR
2021-11-02 04:00:00,2.68,2.85,6.48,DABUR
2021-08-03 04:00:00,2.28,2.47,8.1,DABUR
2021-05-07 04:00:00,2.43,2.13,-12.22,DABUR
2021-01-29 03:00:00,2.71,2.78,2.75,DABUR
2020-11-03 04:00:00,2.44,2.72,11.47,DABUR
2020-07-31 03:00:00,1.93,1.93,-0.17,DABUR
