earnings_date,eps_estimate,eps_reported,surprise_pct,symbol
2026-05-15 11:00:00,0.47,1.45,210.71,NHPC
2026-02-04 06:00:00,0.55,0.22,-60.0,NHPC
2025-11-06 06:00:00,1.2,1.02,-15.0,NHPC
2025-08-12 11:00:00,1.15,1.06,-7.83,NHPC
2025-05-20 12:00:00,0.5,0.8,60.0,NHPC
2025-02-07 09:00:00,0.6,0.2,-66.67,NHPC
2024-11-07 08:00:00,1.05,0.9,-14.29,NHPC
2024-08-07 10:00:00,0.91,1.02,12.5,NHPC
2024-05-17 10:00:00,0.37,0.55,48.65,NHPC
2024-02-12 04:00:00,0.7,0.52,-25.71,NHPC
2023-11-06 10:00:00,1.4,1.54,10.0,NHPC
2023-08-11 11:00:00,0.9,1.03,14.44,NHPC
2023-05-29 12:00:00,0.55,0.64,16.36,NHPC
2023-02-07 11:00:00,0.9,0.67,-25.56,NHPC
2022-11-10 04:00:00,1.3,1.53,17.69,NHPC
2022-08-10 04:00:00,1.0,1.04,4.0,NHPC
2022-05-25 05:00:00,0.3,0.56,86.67,NHPC
2022-02-11 09:00:00,0.6,0.76,26.67,NHPC
2021-11-11 06:00:00,1.2,1.3,8.33,NHPC
2021-08-13 06:00:00,0.7,0.91,30.0,NHPC
2021-06-10 09:00:00,0.4,0.4,,NHPC
2021-02-11 12:00:00,0.4,0.8,100.0,NHPC
2020-11-11 05:00:00,1.3,1.29,-0.77,NHPC
2020-08-31 05:00:00,0.6,0.87,45.0,NHPC
