earnings_date,eps_estimate,eps_reported,surprise_pct,symbol
2026-05-18 06:00:00,8.58,8.09,-5.73,ASTRAL
2026-02-05 05:00:00,4.76,4.47,-6.03,ASTRAL
2025-11-05 05:00:00,4.52,5.02,10.97,ASTRAL
2025-08-11 06:00:00,4.85,3.02,-37.7,ASTRAL
2025-05-21 06:00:00,6.51,6.67,2.39,ASTRAL
2025-01-30 05:00:00,5.19,4.25,-18.07,ASTRAL
2024-11-07 05:00:00,5.12,4.1,-19.96,ASTRAL
2024-08-08 08:00:00,5.92,4.48,-24.35,ASTRAL
2024-05-17 08:00:00,6.99,6.76,-3.31,ASTRAL
2024-01-30 05:00:00,5.47,4.22,-22.82,ASTRAL
2023-10-19 06:00:00,5.19,4.88,-6.05,ASTRAL
2023-08-11 11:00:00,5.36,4.46,-16.79,ASTRAL
2023-05-15 08:00:00,6.8,7.71,13.39,ASTRAL
2023-02-07 07:00:00,3.25,3.47,6.62,ASTRAL
2022-11-11 05:00:00,4.49,2.63,-41.57,ASTRAL
2022-08-12 06:00:00,4.16,3.32,-20.22,ASTRAL
2022-05-27 06:00:00,5.55,5.28,-4.86,ASTRAL
2022-02-04 09:00:00,6.0,4.76,-20.75,ASTRAL
2021-11-11 05:00:00,4.46,5.27,18.22,ASTRAL
2021-08-06 06:00:00,3.55,2.76,-22.25,ASTRAL
2021-05-18 06:00:00,5.23,6.52,24.59,ASTRAL
2021-02-03 05:00:00,3.83,4.6,20.29,ASTRAL
2020-11-06 05:00:00,1.52,3.23,112.96,ASTRAL
2020-08-04 07:00:00,1.01,0.62,-38.89,ASTRAL
