earnings_date,eps_estimate,eps_reported,surprise_pct,symbol
2026-04-09 06:00:00,38.11,37.92,-0.5,TCS
2026-01-12 05:00:00,36.19,36.59,1.1,TCS
2025-10-09 06:00:00,34.71,35.74,2.95,TCS
2025-07-10 06:00:00,33.75,35.27,4.49,TCS
2025-04-10 06:00:00,35.09,33.79,-3.72,TCS
2025-01-09 05:00:00,34.22,34.21,-0.03,TCS
2024-10-10 06:00:00,34.8,32.92,-5.39,TCS
2024-07-11 06:00:00,33.09,33.28,0.56,TCS
2024-04-12 06:00:00,33.45,34.37,2.75,TCS
2024-01-11 05:00:00,31.7,32.25,1.75,TCS
2023-10-11 07:00:00,30.96,31.0,0.14,TCS
2023-07-12 06:00:00,29.81,30.26,1.51,TCS
2023-04-12 07:00:00,31.62,31.14,-1.5,TCS
2023-01-09 06:00:00,30.35,29.64,-2.33,TCS
2022-10-10 07:00:00,28.2,28.51,1.09,TCS
2022-07-08 07:00:00,27.01,25.9,-4.09,TCS
2022-04-11 08:00:00,27.06,26.85,-0.78,TCS
2022-01-12 07:00:00,26.87,26.41,-1.72,TCS
2021-10-08 09:00:00,26.18,26.02,-0.6,TCS
2021-07-08 09:00:00,25.21,24.35,-3.42,TCS
2021-04-12 15:00:00,25.09,24.97,-0.47,TCS
2021-01-08 08:00:00,22.65,23.19,2.39,TCS
2020-10-07 09:00:00,21.08,19.93,-5.48,TCS
2020-07-09 08:00:00,20.16,18.68,-7.34,TCS
