earnings_date,eps_estimate,eps_reported,surprise_pct,symbol
2026-04-21 08:00:00,30.4,35.37,16.34,TATAELXSI
2026-01-13 07:00:00,26.29,28.92,10.0,TATAELXSI
2025-10-09 07:00:00,24.66,24.85,0.77,TATAELXSI
2025-07-10 07:00:00,26.06,23.18,-11.06,TATAELXSI
2025-04-17 09:00:00,28.63,27.68,-3.33,TATAELXSI
2025-01-09 05:00:00,31.99,31.94,-0.17,TATAELXSI
2024-10-10 08:00:00,33.1,36.83,11.28,TATAELXSI
2024-07-10 08:00:00,31.4,29.55,-5.9,TATAELXSI
2024-04-23 08:00:00,33.32,31.61,-5.12,TATAELXSI
2024-01-23 05:00:00,33.49,33.14,-1.04,TATAELXSI
2023-10-17 09:00:00,30.79,32.12,4.33,TATAELXSI
2023-07-17 06:00:00,30.85,30.32,-1.72,TATAELXSI
2023-05-18 08:00:00,31.62,32.36,2.33,TATAELXSI
2023-01-25 08:00:00,28.26,31.26,10.6,TATAELXSI
2022-10-14 07:00:00,29.67,27.98,-5.7,TATAELXSI
2022-07-14 08:00:00,26.0,29.66,14.08,TATAELXSI
2022-04-20 08:00:00,25.1,25.69,2.35,TATAELXSI
2022-01-17 19:00:00,22.6,24.24,7.26,TATAELXSI
2021-10-22 07:00:00,22.6,20.13,-10.93,TATAELXSI
2021-07-15 08:00:00,21.0,18.21,-13.29,TATAELXSI
2021-04-22 08:00:00,17.4,18.49,6.26,TATAELXSI
2020-10-14 08:00:00,11.48,12.67,10.37,TATAELXSI
2020-07-21 03:00:00,10.7,11.06,3.36,TATAELXSI
2020-04-20 08:00:00,12.5,13.18,5.44,TATAELXSI
