earnings_date,eps_estimate,eps_reported,surprise_pct,symbol
2026-04-25 06:00:00,0.45,0.37,-17.16,IDFCFIRSTB
2026-01-31 05:00:00,0.71,0.57,-19.15,IDFCFIRSTB
2025-10-18 07:00:00,0.65,0.35,-46.43,IDFCFIRSTB
2025-07-26 05:00:00,0.54,0.63,16.67,IDFCFIRSTB
2025-04-26 07:00:00,0.59,0.41,-29.91,IDFCFIRSTB
2025-01-25 06:00:00,0.71,0.46,-35.21,IDFCFIRSTB
2024-10-26 07:00:00,0.93,0.27,-71.07,IDFCFIRSTB
2024-07-27 06:00:00,1.07,0.95,-11.21,IDFCFIRSTB
2024-04-27 07:00:00,1.2,1.01,-16.07,IDFCFIRSTB
2024-01-20 06:00:00,1.13,1.0,-11.76,IDFCFIRSTB
2023-10-28 06:00:00,1.3,1.11,-14.29,IDFCFIRSTB
2023-07-29 07:00:00,1.15,1.14,-0.87,IDFCFIRSTB
2023-04-29 07:00:00,1.05,1.26,20.0,IDFCFIRSTB
2023-01-21 05:00:00,0.85,0.96,12.94,IDFCFIRSTB
2022-10-22 06:00:00,0.84,0.88,4.76,IDFCFIRSTB
2022-07-30 06:00:00,0.7,0.75,7.14,IDFCFIRSTB
2022-04-30 06:00:00,1.19,0.54,-54.62,IDFCFIRSTB
2022-01-29 07:00:00,0.78,0.45,-42.31,IDFCFIRSTB
2021-10-30 06:00:00,0.54,0.24,-55.56,IDFCFIRSTB
2021-07-31 07:00:00,0.65,-1.02,-256.92,IDFCFIRSTB
2021-05-08 12:00:00,0.08,0.22,175.0,IDFCFIRSTB
2021-01-30 09:00:00,0.07,0.23,228.57,IDFCFIRSTB
2020-10-31 10:00:00,-0.03,0.18,700.0,IDFCFIRSTB
2020-07-28 11:00:00,-0.05,0.19,480.0,IDFCFIRSTB
