earnings_date,eps_estimate,eps_reported,surprise_pct,symbol
2026-05-13 04:00:00,15.3,14.97,-2.17,TIINDIA
2026-02-04 03:00:00,9.2,10.34,12.38,TIINDIA
2025-11-05 03:00:00,9.4,9.65,2.66,TIINDIA
2025-08-01 04:00:00,7.6,8.68,14.21,TIINDIA
2025-05-15 04:00:00,13.5,42.77,216.8,TIINDIA
2025-02-03 03:00:00,8.0,8.3,3.75,TIINDIA
2024-11-04 03:00:00,8.9,8.66,-2.7,TIINDIA
2024-08-01 04:00:00,9.0,7.98,-11.33,TIINDIA
2024-05-13 04:00:00,13.8,12.8,-7.25,TIINDIA
2024-02-01 02:00:00,9.2,8.14,-11.52,TIINDIA
2023-10-30 04:00:00,7.8,9.38,20.26,TIINDIA
2023-02-03 07:00:00,7.8,7.12,-8.72,TIINDIA
2022-11-04 04:00:00,7.8,8.24,5.6,TIINDIA
2022-08-02 03:00:00,6.9,6.94,0.58,TIINDIA
2022-05-12 09:00:00,6.4,7.06,10.31,TIINDIA
2021-10-27 07:00:00,9.3,8.71,-6.34,TIINDIA
2021-08-13 04:00:00,5.0,6.21,24.2,TIINDIA
2021-06-17 08:00:00,5.2,8.49,63.18,TIINDIA
2021-02-11 04:00:00,4.5,6.11,35.86,TIINDIA
2020-10-22 04:00:00,2.5,5.27,110.8,TIINDIA
2020-01-28 06:00:00,4.45,4.25,-4.49,TIINDIA
2019-07-24 05:00:00,3.55,4.06,14.37,TIINDIA
2019-04-30 07:00:00,3.26,3.02,-7.25,TIINDIA
2019-02-05 04:00:00,3.24,3.32,2.47,TIINDIA
